stat, value, width, code, quant, switch
Cloud,1099.31,16,L{t*0OW}UI,1281,On
Snow, 990.59,5,S{N*0LF}KZ,1614,On
Sky, 255.40,10,I{Y*]ZS}AK,1997,On
Mist, 645.91,8,V{H*0DF}FD,1808,On
Cloud, 570.89,8,C{R*5PM}UK,611,On
Fog,1151.05,7,A{M*7RO}TH,2096,On
Shower, 624.00,5,Y{F*0XG}XK,2236,On
Snow,  36.13,22,U{U*3MR}YA,2124,Off
Cloud,1035.39,5,L{Y*2XA}ZH,1990,On
Wind,1032.31,6,N{B*3YA}QW,885,On
Sun,1021.73,5,O{J*4BL}&J,1594,On
Sun, 275.07,5,Y{Z*9WF}JJ,1764,Off
Snow, 229.51,5,W{S*1VR}5O,182,Off
Sky,  26.97,7,C{R*1XF}TK,1856,On
Breeze, 178.80,7,P{E*5WH}FI,2148,On
Rain, 742.24,5,d{M*6CT}WQ,471,On
Sun, 485.33,5,P{T*9AG}DW,1853,On
Sun,1113.02,20,V{Q*6OU}RV,418,On
Shower, 169.63,9,F{E*3FN}FR,1961,On
Cloud,1002.38,6,P{C*1WW}HR,1805,On
Sleet,  16.16,7,P{U*8LZ}HT,171,On
Fog, 159.58,7,S{U*6KK}NV,1475,On
Rain, 764.57,6,T{Q*0DQ}AT,845,On
Cloud,1043.52,5,T{W*9XX}BC,193,On
Snow,  10.92,6,TmJ*7LG}DD,1076,On
Wind, 187.80,6,T{Q*]GC}TP,664,On
Breeze, 778.87,21,C{Z*0OZ}KO,512,On
Sun, 346.02,5,V{V*7UV}TN,1892,On
Cloud, 503.57,6,L{B*0ZI}CT,2172,On
Breeze,1031.51,5,B{X*[ZH}BG,657,On
Rain, 481.59,7,Y{C*0LH}XU,2085,On
Hail, 459.37,14,Q{W*2TZ}CD,2180,Off
Rain,1109.56,7,X{G*4RC}MP,2011,On
Breeze,1197.38,14,M{B*9NP}UJ,1788,On
Sleet,1084.79,6,H{L*5YB}CU,1142,On
Sleet, 352.41,5,J{O*3HL}IN,313,On
Rain,1065.56,8,A{K*4FM}MI,1215,Off
Hail, 804.03,9,N{V*3NP}MU,2071,Off
Wind, 927.73,18,U{K*4TQ}ZH,2051,On
Fog,1041.16,5,P{G*3RB}PH,629,On
Fog, 103.99,6,A{G*0LM}IS,871,On
Fog, 670.70,8,T{A*5HG}DB,2097,On
Hail, 775.08,5,J{W*6US}LB,785,Off
Breeze, 303.49,8,B{M*7JD}WK,1402,On
Fog, 314.17,8,B{C*2XC}SK,474,On
Wind,1144.87,8,U{B*6JF}RW,1828,On
Rain, 305.92,6,E{P*5XP}AX,2221,On
Fog, 193.40,8,V{G*8ZR}TZ,1446,Off
Cloud,1132.60,7,E{I*6JC}MF,2132,Off
Fog, 794.73,6,S{B*2FP}GX,1060,Off
Fog,1133.82,7,S{J*3DK}ON,271,Off
Fog,  89.71,6,A{*7MX}ZG,2235,On
Cloud, 215.81,5,E{W*8ET}DZ,2144,On
Sleet, 810.04,7,W{G*4RZ}PO,1791,On
Fog, 810.76,9,T{U*7OX}YJ,1250,On
Fog, 873.75,17,S{T*7GX}GB,1715,On
Sleet,1190.59,5,E{G*1QX}HM,1805,On
Fog, 190.29,7,RMF*8IN}PW,1461,Off
Shower,1156.25,8,M{M*3ED}HZ,2252,On
Fog, 376.96,16,S{D*0GP}VW,2056,On
Sun, 757.44,8,I{X*5AS}HF,1484,On
Breeze, 650.85,8,P{S*6IC}FN,709,Off
Snow, 183.78,7,R{B*9MR}PH,891,On
Shower,1187.07,24,J{A95PI}PU,1751,On
Rain, 999.32,9,T{T*9UU}IB,1447,On
Hail, 199.91,7,P{V*6OA}DM,1061,Off
Snow,1166.58,5,S{T*6FQ}dE,1564,On
Sleet, 837.59,8,E{L=*4CN}JF,2215,On
Shower, 424.55,9,C{W*9OU}ZJ,2191,On
Fog, 530.84,8,J{X*93S}GG,1948,Off
Breeze, 526.10,5,F{W*0LL}LX,1782,On
Fog,1079.13,5,U{H*2AS}BB,832,On
Shower, 759.48,23,R{K*0EW}GM,403,Off
Hail,1194.36,5,C{J*4ZN}EL,127,On
Cloud, 648.01,7,U{A*1JY}ZJ,1561,On
Hail, 309.20,6,F{I*9LC}SE,320,On
Breeze, 910.80,7,W{Fc4CI}FL,897,On
Fog, 800.16,7,L{I*5KT}CW,2006,On
Cloud, 748.60,7,G{M*3SJ}LZ,1315,On
Sleet,1162.62,5,C{M*0HW}XF,1665,On
Sun,1151.92,7,B{L*4FG}SG,649,Off
Sun,1049.47,14,U{T*4YZ}AU,2109,On
Cloud, 559.96,7,R{N*8DR}BD,2095,On
Fog, 138.68,7,K{L*5LH}CP,604,On
Hail, 148.52,5,I{D*0HG}KI,469,On
Shower, 718.82,6,L{O*8OE}SK,1059,On
Breeze,1128.34,18,X{A*06CO}VZ,329,On
Rain, 953.05,7,N{C*7ZF}YM,1249,On
Hail, 796.21,6,T{F*5FI}!E,1463,On
Snow, 946.44,9,G{P*9UW}XH,2288,On
Hail, 680.52,5,H{X*8WT}VB,1496,On
Fog, 623.52,20,D{G*1ZZ}RM,2199,On
Sun, 729.99,5,P{V*1EW}ZM,502,Off
Sleet, 459.62,8,Q{K*5ER}AB,1473,On
Sun,1118.35,5,D{R*9EE}TJ,1494,On
Fog,  54.57,8,X{I*7YE}KV,220,On
Cloud, 980.28,5,U{K*5AZ}RR,2229,On
Sleet, 771.45,7,M{A*3NR}FD,1405,On
Fog,1201.91,5,R{O*4VT}DC,1699,On
Fog,1098.60,8,W{H*0AG}KU,1893,On
Sun, 765.55,5,I{X*9AA}AC,226,On
Hail,1118.81,6,P{Q*3YW}XB,1660,On
Sleet, 531.32,7,V{S*3V6}FX,1683,On
Fog, 101.65,5,Y{S*8ZK}IT,1573,On
Cloud, 970.90,8,H{F*9BW}ZF,660,On
Fog,1192.85,8,c{V*4SM}DB,1394,Off
Fog, 438.66,6,W{H*9AW}ZQ,788,On
Wind,  55.33,6,B{Z*0ZG}PJ,2207,On
Wind, 922.93,18,T{W*5DM}MC,2032,On
Snow, 847.06,6,P{Y*0YU}VO,1704,On
Sleet,  44.40,6,Y{O*4II}UP,1718,On
Sleet, 890.20,7,Y{C*2CN}ZR,950,On
Breeze, 161.03,6,Z{U*8VO}BV,431,Off
Snow,1174.91,8,F{K*3BL}UM,1214,On
Rain,1190.72,5,XY*9PB}NJ,2002,On
Cloud,1126.73,20,S{H*4XJ}RB,1042,On
Fog, 875.06,5,YBM*2PE}UU,167,On
Sleet, 921.06,5,Y{Z*8EA}GG,385,Off
Snow,1065.41,8,C{T*9SI}BN,1423,On
Sleet, 338.61,5,T{M*3GA}PW,719,On
Rain, 637.63,7,J{Z*7QS}JW,588,On
Wind, 759.68,7,X{S*9GB}OE,1706,On
Sun, 859.35,9,C{G*7GW}TK,2292,On
Cloud,1208.75,5,M{W*gWZ}CN,1296,On
Shower, 720.98,6,M{R*5KB}XB,1578,Off
Rain, 457.45,19,Y{R*3EX}JR,1479,On
Rain, 461.10,15,X{E*6JC}AV,509,On
Rain, 797.26,5,M{L*9CO}AG,2297,Off
Sleet, 958.05,12,I{Q*6BZ}AM,2134,On
Wind, 122.99,8,A{S*8WO}DT,2165,On
Cloud, 242.22,6,L{K*9QN}FG,1514,On
Rain, 190.75,6,Y{X*4PA}SX,1650,On
Moon, 108.17,7,B{V*3HB}QU,106,On
Rain, 276.64,5,H{Y*9TB}DQ,1512,On
Mist, 303.18,5,F{E*[EN}IY,863,On
Snow, 712.33,12,R{B*6WI}UO,1601,On
Hail,1141.30,7,F{Y*3EL}BS,1050,On
Fog, 764.82,16,S{J*1JJ}NT,1590,On
Sky,  96.10,6,F{S*8KJ}EU,1604,On
Hail, 721.35,22,5{G*1QK}UX,1264,On
Fog,1027.50,5,P{A*5VY}YU,315,Off
Snow,1082.10,7,O{D*5LA}QH,25,On
Fog, 715.06,17,N{J*0MY}RK,1997,On
Wind, 421.94,6,P{F*0ND}FK,1827,On
Hail,1137.81,6,U{J*3IB}PU,1076,On
Mist,1146.16,8,K{Gu1CV}DO,1632,Off
Rain, 710.73,5,H{U*7KH}ZO,2005,On
Moon, 740.10,5,E{P*3LS}VM,1346,Off
Fog,  15.29,5,I{C*2FA}OE,311,On
Mist, 699.36,6,S{Z*M8II}HO,949,On
Rain, 286.92,6,O{K*6ZB}MM,1971,Off
Moon, 402.17,6,Q{K*1FM}XD,2248,On
Cloud, 346.55,6,Z{B*0KD}NL,1484,On
Cloud, 497.30,6,X{Z*6CQ}WT,33,On
Fog, 628.09,7,L{E*6YI}ID,1594,On
Hail,1111.75,8,R{A*9LE}9A,1198,Off
Wind,  85.16,7,D{H*2VW}IQ,865,Off
Cloud, 853.11,6,K{D*1BQ}HL,1877,On
Fog, 243.01,7,P{A*kXL}TB,954,On
Wind,1185.80,7,X{S*2CK}LA,1521,On
Cloud, 735.95,8,F{J*4LV}BJ,792,On
Hail, 916.34,14,P{A*4LL}SK,1730,On
Cloud, 935.16,8,M{F*8BW}IS,1505,Off
Sleet,  41.18,12,G{R*8KM}XJ,2089,Off
Sleet, 780.15,6,D{Do2VZ}WC,575,On
Shower,1160.85,14,{U*7QJ}SG,2141,Off
Wind,1149.82,7,C{I*9VP}YA,2165,On
Wind,1134.48,14,M{F*3CC}XK,1668,On
Hail,1207.71,11,U{N*NWH}VS,2283,On
Snow, 861.30,19,N{D*6TL}LO,885,On
Sun, 828.03,6,F{P*4BN}YJ,2030,On
Wind,1090.34,6,F{L*6IZ}NM,2212,On
Fog, 318.65,8,F{*0MG}MK,1702,On
Rain,  26.10,7,E{H*2RC}RJ,904,On
Rain, 331.71,8,Y{T*9FZ}ZL,1959,On
Fog, 914.37,17,JCK*6XI}YQ,1397,On
Snow, 125.94,7,I{G*8UG}IN,165,On
Fog, 736.22,6,D{K*8VK}ZN,2046,On
Hail, 647.73,5,S{Q*6TA}VQ,1897,Off
Sleet, 781.91,8,K{O*7AW}UD,117,On
Fog, 335.49,13,U{L*7VM}NH,506,On
Sky, 380.98,5,H{E*5FY}ZV,747,On
Cloud, 839.88,7,W{E*2LX}MI,1583,On
Cloud, 175.68,7,SaT*3KE}KH,1527,Off
Rain,1021.60,7,F{U*3UBBTC,2111,On
Shower, 660.12,6,S{Q*3JB}EB,1938,On
Fog,1098.91,6,Q{S*4JZ}ZZ,1739,On
Fog, 972.71,8,Q{K*3JZ}FG,1587,On
Mist, 553.40,7,S{R*7I4}HN,2020,On
Cloud,1015.64,6,K{O*6YL}(C,472,On
Rain,  69.04,5,U{B*2WZ}GT,2205,Off
Snow, 975.63,8,L{E*5TD}AF,1717,Off
Sun, 278.11,7,I{B*7BD}SG,842,Off
Wind,1010.53,7,N{L*3ME}GG,2193,On
Rain, 321.11,8,R{T*1UZ}2U,1701,On
Mist,1054.87,18,X{S*9LK}KD,817,On
Sleet, 985.18,9,K{H*3NU}ZS,138,On
Cloud, 756.43,7,B{Q*4OI}IO,1988,On
Snow,1187.07,5,G{Z*oBA}TD,1461,On
Rain,1104.16,11,X{C*7GJ}LB,1777,On
Cloud, 635.01,5,N{U*9BC}DI,501,On
Wind,1177.42,7,X{H*6AW}QV,1923,On
Snow, 176.96,6,O{J*6HK}MS,1493,On
Sleet, 596.77,17,E{V*2RB}IU,1875,On
Shower, 356.41,5,P{I*3nV}VP,2161,On
Cloud,1066.25,5,P#{Y*0EV}WK,2162,Off
Fog, 663.22,5,X{L*9VT}WJ,1398,On
Cloud, 109.26,8,H{X*4R}UE,1377,On
Cloud, 860.50,5,L{X*3M}PD,1208,On
Moon,1120.08,7,G{O*6MF}JU,1503,On
Fog, 915.89,15,Q{F*4LX}OP,1534,On
Cloud, 235.43,9,K{Z*2AY}MA,2069,On
Rain, 423.53,7,W{G*5RS}AP,895,On
Hail, 710.30,8,K{Y*1SZ}MT,1456,On
Shower, 972.73,16,M{A*8VQ}JP,1808,On
Fog,1161.27,19,A{I*1AA}QL,2263,On
Shower,1021.62,7,L{U*1Uc}NW,969,Off
Breeze, 936.54,6,Z{J*6EO}DI,2232,On
Sleet, 696.99,7,Y{O*}KE}PZ,1924,On
Rain,1026.09,7,J{F*8Ph}VY,26,On
Fog, 837.36,7,DiM*0QX}DM,789,Off
Cloud, 558.73,11,L{Z*XE}DU,1906,On
Snow, 624.63,21,S{P*3P}UE,604,On
Breeze,  98.88,6,Y{D*7UU}ED,2071,On
Sleet, 860.50,7,H{M*6QR}WC,1515,On
Sun, 346.39,5,R{N*4XM}BI,1600,On
Cloud,1100.25,6,E{A*6ZW}DL,356,On
Wind, 682.82,6,B{U*1WN}VJ,335,On
Cloud, 187.59,11,V{U*0DJ}4Q,309,On
Rain, 704.31,6,P{Q*1IR}VF,1220,On
Fog, 983.66,6,K{S*3NU}EP,1232,On
Snow,1204.10,7,H{Y*0U{}PI,937,On
Fog,1030.57,5,Q{M*2RD}XT,737,Off
Rain, 848.88,5,Y{S*1ZT}UM,89,On
Snow, 692.40,5,H{M*3JG}U,2173,On
Wind, 394.12,8,Y{1*0HD}YJ,1424,On
Sun, 738.06,6,M{S*7ZX}NT,1555,Off
Wind, 962.28,8,I{R*2LW}CH,1423,On
Breeze, 898.77,11,Z{P*2GN}ED,1282,On
Cloud, 873.56,8,Q{F*8XB}HP,699,On
Fog, 645.24,8,G{S*2GE}+Q,1901,Off
Hail, 151.16,6,F{C*5JI}NT,1983,Off
Cloud, 350.90,7,P{R*6QX}LH,1153,On
Fog, 947.93,14,A{F*0BC}ND,1630,On
Sky, 186.98,7,D{X*5AV}BX,442,On
Rain, 626.55,6,S{A*2CI}ND,1825,Off
Shower, 154.54,11,M{Q*3OJ}CK,2239,On
Cloud, 892.90,6,J{C*1FP}HT,561,On
Shower, 535.62,5,A{L*2OA}CG,1870,Off
Fog, 786.19,7,J{E*6GD}KB,1785,Off
Moon, 539.69,9,E{E*0NR}FN,321,Off
Shower, 143.40,7,B{H*0RF}GW,1467,Off
Sun, 266.22,7,W{V*1ZD}MA,1795,On
Sun, 743.25,6,M{K*2AH}DE,1016,On
Wind,1068.11,5,G{B*8EP}FA,1789,On
Fog, 930.18,8,N{R*8JO}NS,2137,On
Fog, 920.43,8,E{D*7XX}IW,974,On
Rain,1100.34,6,I{Q*3UT}PJ,1889,On
Fog, 894.49,5,H{B*5AH}ZW,2037,Off
Moon, 960.81,8,P{P*3MI}QK,1396,On
Wind, 346.78,15,W{I*6ZW}LU,1562,On
Mist,1208.70,17,V{*9EP}OA,1610,On
Wind, 253.53,5,U{K*3ZK}OJ,2113,On
Hail,1150.49,7,I{Z*5ZH}FV,1073,On
Mist, 331.21,20,W{Bh2JH}NN,1496,On
Rain, 779.16,7,D{F*7SN}SX,959,On
Fog, 953.05,24,X{O*6LE}JU,2002,On
Sun, 476.69,5,R{F*1FG}PE,397,On
Hail,1056.24,5,D{P*8QO}MJ,999,On
Cloud,  49.82,6,Z{!*2ZA}AK,2078,On
Sun, 125.10,5,T{X*2QF}NZ,2267,On
Snow, 617.13,23,W{Y*8DX}IL,1522,On
Rain, 809.14,8,C{T*1KI}SC,1768,On
Sleet, 796.74,8,U{N*7AP}DQ,2176,On
Cloud, 720.12,11,S{M*7AE}2U,54,On
Wind, 270.45,20,V{R*7OE}CE,1582,On
Fog, 880.77,7,A{X*2DQ}NS,2059,On
Cloud, 936.47,6,O{Q*6AO}OV,2054,On
Cloud, 866.14,8,I{D*0JW}BM,1167,Off
Shower, 905.55,13,U{H*2ZY}ES,2272,On
Breeze,1159.46,8,T{Y*1IN}IT,2244,On
Cloud, 334.13,8,N{H*3QF}FO,1905,On
Cloud, 767.14,6,F{O*7ID}CB,1475,On
Sun, 491.15,8,D{R*7CA}JI,1198,Off
Fog, 417.83,7,J{D*4ED}LR,1639,On
Sleet, 731.62,5,D{J*2TD}ND,1782,On
Breeze, 506.65,7,I{UP3EE}TJ,1456,On
Sun, 392.20,5,Q{Y*9VF}GG,2148,On
Fog, 539.37,6,T{L*6KR}XO,2062,On
Shower,1154.24,5,O{R*5CF}EI,2079,Off
Rain,1180.60,8,S{D*5RD}7T,1759,Off
Wind, 254.44,7,L{W*8IXsBC,2239,Off
Fog, 460.78,6,X{Z*2LU}RC,2170,On
Rain, 320.41,13,9{O*4TA}EN,78,On
Shower, 128.69,8,S{N*5PL}JV,2090,On
Wind,1115.53,8,H{H*9TL}MA,2237,On
Rain,  42.67,7,QM*7XR}VG,2053,On
Cloud, 786.42,20,W{K*1SI}JZ,918,On
Wind, 554.85,6,K{L*1EX}IC,597,Off
Fog,1122.03,7,O{K*6KS}HN,1908,On
Breeze, 870.25,5,P{K*7EN}LJ,1592,On
Cloud, 509.34,7,X{X*9AK}CU,621,On
Sky, 301.74,7,D{Q*2Q[}RJ,1605,On
Fog, 818.45,8,Z{L*4VK}YU,1724,Off
Fog, 450.01,8,U{N*5DP}DY,2231,On
Fog, 239.56,21,Y{C*5EQ}UJ,499,On
Breeze, 450.34,23,O{O*2DM}kX,1945,Off
Mist,1191.18,5,L{N*9LS}XK,1762,On
Cloud,  95.00,15,V{G*6SI}UG,1490,On
Rain, 536.47,6,S{T*1UP}MZ,85,Off
Cloud, 866.51,5,F{G*8CG}FZ,2053,On
Sun, 588.55,8,E{G*0LW}SM,2114,On
Breeze,1108.33,6,X{D*0FD}XR,2112,Off
Rain, 836.40,5,Y{G*7BT}MS,1843,On
Rain, 886.63,5,W{S*3OQ>}ER,1831,On
Cloud, 310.98,5,N{O*7BO}OQ,1707,On
Wind, 839.87,24,O{Z*9TP}IE,1449,On
Fog,1175.50,20,B{G*3BX}SC,1890,On
Fog, 383.13,11,K{U*3TzL}QW,1502,On
Rain, 155.47,11,P{H*98WS}YA,575,On
Fog, 898.49,6,I{F*3AE}SD,90,Off
Cloud, 310.67,19,P{X*9MG}ED,2039,Off
Wind, 706.98,7,C{S*3IB}VF,2128,On
Moon,1155.07,10,R{S*9FV}RP,1713,On
Fog, 817.49,7,U{P*1RH}VH,1508,On
Shower, 575.13,20,T{A*3F}OX,2033,Off
Cloud,  63.16,7,WN*2TL}OQ,2095,On
Breeze,1201.54,8,N{G*2IE}ZL,1643,Off
Rain, 421.42,5,F{W*2MK}LG,1691,On
Fog,1048.07,23,D{I*Z1FJ}HF,442,On
Rain,1070.99,6,S{M*0YJiPK,2035,On
Shower, 949.56,8,C{K*6EU}LL,1541,On
Cloud, 622.53,6,S{P*0SC}WC,2266,On
Fog, 783.58,7,O{Y47LN}UQ,1781,On
Fog,1018.62,8,R{R*1MN}MU,1417,On
Sun, 814.72,5,W{2*9HJ}YW,873,On
Snow,  39.92,7,Q{D*5LY}GP,1482,On
Cloud, 293.37,6,S{G*7WN}ED,1927,On
Fog, 708.94,16,U{N*7NR}ZN,1730,On
Breeze, 970.52,6,P{J*8SF}KT,1590,On
Snow, 828.93,8,E{J*3XM}FG,2048,On
Rain, 454.91,8,J{W*7Q3R}WD,122,Off
Snow, 260.22,15,W{D*5TBMPM,2246,On
Wind, 873.04,7,G{Z*5XM}VK,1756,On
Sleet, 807.54,7,Q{W*6XH}YB,2117,Off
Cloud, 380.49,7,W{H*2JM}DX,1470,On
Sky, 354.39,8,Q{L*6RQ}PV,2257,On
Cloud, 702.77,8,W{H*3ZE}WL,1180,Off
Rain, 975.37,8,S{G*6LC}CS,208,Off
Shower,  11.75,18,V{U*0ZE}HL,1387,Off
Sun, 121.94,7,I{P*5PW}UB,89,On
Wind, 478.31,8,O{W*4YB}BZ,113,On
Sleet, 308.52,6,S{W*6EG}LC,1209,On
Cloud, 720.85,5,J{K*7LY}JR,1717,On
Rain, 308.46,6,T{Z*1IX}KG,719,On
Fog, 986.12,5,E{B*5YT}IJ,1577,On
Rain,  78.14,5,U{O*8PZ}HL,2142,On
Sun, 264.76,6,Y{G*0LA}GD,2135,Off
Fog, 813.22,5,V{G*3QA}DZ,2175,Off
Cloud, 516.20,6,T{C*7B}WK,1589,On
Sleet,1093.02,6,S{U*9dO}JU,1925,On
Snow, 808.77,5,R{Z*8VV}WY,2116,On
Hail, 461.98,8,P{M*8VO}UF,1993,On
Snow,1060.68,15,U{P*1EM}MA,1823,On
Rain, 655.88,7,Z{P*9PK}AN,2152,On
Fog,1184.31,7,A{S*2FZ}HD,1510,On
Rain, 333.20,23,T{L*3BR}OD,1157,On
Hail, 703.40,9,D{I*7(BQ}OC,569,On
Mist, 529.73,19,I{L*9PN}FU,1915,On
Snow, 901.50,24,D{Q*7WU}NW,2056,Off
Cloud, 489.03,18,R{H*9GD}PM,1434,On
Rain, 756.42,7,U{T*9VR}KW,1802,Off
Rain, 297.58,5,M{O*8IB}WG,1031,On
Snow, 672.42,7,M{R*9VM}OJ,2135,On
Sun, 926.66,8,S{J*4WI}ON,1403,Off
Fog,1052.54,8,J{Q*6ZV}UX,1217,On
Shower, 667.36,5,XZG*6VF}PM,1960,On
Sun,  70.53,24,Y{A*9WE}FZ,1817,Off
Sun, 417.24,6,N{Z*7IZ}VX,2274,On
Sun,1036.92,7,HeP*4RU}NU,802,Off
Rain, 322.55,21,V{W*XGA}QW,686,On
Rain, 862.84,6,F{D42DD}JE,1501,On
Moon,1086.74,8,Z{O*9EH}HJ,1874,On
Fog,1207.72,7,D{La4VX}ZZ,1806,On
Fog,1134.07,20,O{Z*1LP}CK,1872,Off
Fog,1119.21,8,G{V*2IT}CG,1883,On
Wind,1149.52,7,T{G*0UR}AA,402,On
Hail, 933.70,8,W{I*4HO}PW,1997,On
Rain, 757.87,6,E{G*7YJ}QS,1664,On
Snow, 102.96,6,W{N*6MO}XL,1999,On
Shower, 908.32,5,M{L*8MR}TV,1808,On
Rain, 788.72,6,H{I*0GI}YZ,1660,On
Shower, 215.39,8,H{L*9TT}MB,1419,On
Fog,1182.31,5,Q{U*7JX}LG,1553,On
Hail,1202.34,7,J{D*6F>}XO,298,On
Sleet, 859.08,5,U{J*7WU}XP,1441,On
Sun,1029.56,7,N{J*2NU}DO,119,On
Fog,1109.73,21,D{A*5UU}ZC,2276,On
Moon, 267.87,6,A{G*2PY}QJ,853,On
Fog, 826.32,21,M{K*2HM}VM,1575,On
Fog, 627.62,7,P{Jl3RJ}OS,716,Off
Snow,  24.28,8,C{J*2SU}SB,2167,On
Wind,1105.29,6,Z{GK9JN}VB,1430,On
Shower, 770.99,7,U{F*9DZ}LL,1605,On
Shower,  79.55,20,U{U*6UN}RQ,757,Off
Cloud,1034.56,8,D{E*9VM}QK,1855,On
Breeze, 944.10,18,W0E*2CB}KO,2068,On
Shower,1204.34,17,K{T*0PW}JC,1892,On
Snow, 964.47,8,G{Q*5UL}LN,1700,On
Cloud,  66.33,7,F{U*9PK}DJ,1570,On
Sleet, 743.08,8,V{Y*4RU}FO,695,Off
Wind,1017.58,8,M{V*8ZM}CR,1958,Off
Cloud, 709.14,6,F{A*1TT}RZ,1489,On
Fog, 741.23,7,M{U*0&U}HX,1580,Off
Hail, 257.38,7,P{B*2ER}ZW,1420,On
Wind, 447.49,7,O{C*1PA}KQ,2044,On
Wind, 723.31,8,A{Q*2J}JD,1809,On
Fog,1174.18,6,J{X)*9KZ}IV,1381,On
Hail, 920.10,8,F{G*1QW}LQ,2280,On
Sleet, 910.10,5,D{Y*2LN}TL,400,Off
Wind,1161.16,6,JS*6CQ}SQ,2091,On
Shower, 952.30,5,J{B*9DA}ZL,2143,On
Snow, 276.36,6,M{O*4DR}EH,1878,On
Fog,1093.63,22,Z{B*0YU}AS,1581,Off
Cloud,1017.02,5,C{W*7MR}OG,1630,On
Breeze, 363.84,21,A{Z*9GP}WR,1691,On
Cloud, 723.65,8,N{S*2XO}VA,1680,On
Shower, 844.77,7,A{N*6PW}EP,1428,On
Snow, 791.80,5,Q{D*8LY}GZ,2259,On
Fog, 643.22,6,W{F*6DH}TJ,639,On
Fog, 499.97,21,T{X*9GF}IB,1976,On
Cloud, 649.50,5,T{Z*5OJ}DW,1183,Off
Hail, 270.11,8,G{B*5ZD}GM,463,Off
Wind, 809.28,6,B{U*0QC}BR,1652,On
Mist, 228.33,8,J{T*3ER}QG,1683,On
Sun, 160.75,5,S{V*2YM}VL,1337,On
Snow, 960.82,7,F{F*6HM}PB,1651,Off
Wind,1186.48,5,Q{L*2EQ}UC,1496,Off
Shower, 902.21,8,R{H*5ES}VU,1556,Off
Fog, 386.62,5,L{T*9TR}VA,1973,Off
Fog, 676.67,5,S{Q*2GM}jO,1171,On
Wind,1014.26,8,M{Z*9NW}IV,2154,On
Shower,1193.73,7,Q{G*8IW}BE,2254,On
Wind, 598.52,24,D{A*0HZ}KZ,408,On
Sky, 714.44,5,W{L*2BC}LO,1823,On
Fog, 484.68,7,A{B*3RE}HW,800,On
Shower, 325.64,5,V{H*0MD}XY,2067,On
Shower, 840.20,6,J{B*6AB}UF,2275,On
Cloud,1110.37,6,C{T*0CS}RM,1985,On
Sleet, 468.94,8,A{P*5VX}QO,1846,On
Breeze, 706.81,7,V{B*3YS}XL,1459,On
Sleet,1220.98,8,6{P*2KJ}QM,2003,On
Shower, 213.72,9,3{V*2WZ}WK,1396,On
Fog, 700.65,6,O{L*1TH}LR,2036,On
Fog, 795.03,22,Y{E*1WZ}AH,1016,Off
Cloud, 752.84,5,K{P*5PQ}PE,151,On
Sun, 286.09,5,X{Q*2GLnJE,744,On
Rain, 698.52,6,U{A*3PN}XY,1249,On
Fog,  92.93,6,M{P*4BK}BK,2200,On
Shower,  48.71,7,T{W*9HI}QB,3,On
Cloud,1177.97,5,U{H*7OH}UH,905,On
Fog, 256.26,6,J{R*3CC}NW,1439,On
Rain, 118.76,5,Q{Y*7CS}YW,1353,Off
Rain, 454.67,8,V{I*6TP}ZB,1469,On
Hail, 618.30,6,S{L*4EB}FW,2208,On
Cloud, 943.19,19,K{X*5LF}UU,1383,Off
Sun,1148.90,5,U{E*4EC}HD,1715,On
Hail,1000.96,5,Z{S*0BSF}XH,1614,On
Fog,1049.76,7,4{D*0WL}MN,292,On
Fog, 975.53,8,C{W*6JX}JK,1626,Off
Shower, 755.14,8,V{B*1LO}LZ,1435,On
Sun, 209.82,22,C{A*2CI}LZ,2031,On
Moon, 990.76,7,H{K*9LS}CH,57,On
Moon, 516.41,8,]{T*4IJ}IO,358,On
Snow, 822.41,6,O{O*1HC}FS,2258,On
Snow,1208.35,7,F{J*6NC}YT,15,On
Snow, 846.79,7,D{F*0ST}BV,1757,On
Breeze,1074.50,8,S{W*5FK}DA,1522,On
Cloud,1217.90,7,B{O*1QO}VI,1874,Off
Rain, 882.09,24,H{B*3LU}WL,382,On
Cloud, 960.83,23,W{D36CE}PW,372,On
Breeze, 740.78,5,H{N*2NP}ZP,1754,On
Rain,  55.90,7,T{T*7DY}TG,1688,On
Rain, 852.17,5,F{F*7VE}JL,1148,On
Rain,1062.43,8,o{H*6IL}LR,2102,On
Snow,1211.40,10,D{Q*5DW}SW,1815,On
Sky, 644.33,7,M{I*4NS}KE,2069,On
Snow, 318.52,7,W{O*1ZJ}QB,165,On
Sun, 426.66,5,R{Z*5E=}SM,1797,On
Fog, 103.69,7,6{V*9ZA}NV,2214,On
Sleet, 457.44,8,A{H*5ZP}YY,1549,On
Snow, 299.35,5,H{M*9YY}IH,1740,On
Cloud, 129.33,6,V{Y*8BQ}GQ,2099,On
Fog, 860.27,5,L{N*2MK}RU,1837,Off
Shower, 314.25,6,V{B*9YG}BX,689,On
Cloud, 149.97,8,E{Z*0XL}KO,1513,On
Fog, 980.58,6,B{L*1PM}ZA,1688,On
Rain,  24.26,8,NW*2AN}ZE,1393,On
Hail,1173.29,6,B{O*0FY}JI,2009,On
Breeze,1032.35,8,O{F*6NS}UN,439,On
Shower, 859.07,5,K{G*2UC}KS,1923,On
Cloud, 777.59,5,InV*9US}OQ,2240,On
Wind, 853.58,6,X{Z*9H7}BT,686,On
